timestamp,Status,sensor1,sensor2,AN0,AN4,AN5,D6,D7,B7
2024-06-08 22:40:15.032,-999,-999,-999,37,-999,-999,-999,-999,-999
2024-06-08 22:40:15.678,-999,-999,-999,31,-999,-999,-999,-999,-999
2024-06-08 22:40:16.679,-999,-999,-999,30,-999,-999,-999,-999,-999
2024-06-08 22:40:17.679,-999,-999,-999,33,-999,-999,-999,-999,-999
2024-06-08 22:42:09.464,-999,-999,-999,40,-999,-999,-999,-999,-999
2024-06-08 22:42:10.134,-999,-999,-999,33,-999,-999,-999,-999,-999
2024-06-08 22:42:11.131,-999,-999,-999,30,-999,-999,-999,-999,-999
2024-06-08 22:42:14.227,-999,-999,-999,"[32, 33, 32]",-999,-999,-999,-999,-999
2024-06-08 22:42:19.228,-999,-999,-999,"[29, 29, 31]",-999,-999,-999,-999,-999
2024-06-08 22:42:22.230,-999,-999,-999,"[30, 30, 33]",-999,-999,-999,-999,-999
2024-06-08 22:42:25.231,-999,-999,-999,"[33, 33, 32]",-999,-999,-999,-999,-999
2024-06-08 23:07:22.304,-999,-999,-999,-999,-999,-999,-999,1,-999
2024-06-08 23:07:23.230,-999,-999,-999,-999,-999,-999,-999,1,-999
2024-06-08 23:07:24.225,-999,-999,-999,-999,-999,-999,-999,1,-999
2024-06-08 23:07:25.257,-999,-999,-999,-999,-999,-999,-999,1,-999
2024-06-08 23:07:26.230,-999,-999,-999,-999,-999,-999,-999,1,-999
2024-06-08 23:07:27.231,-999,-999,-999,-999,-999,-999,-999,1,-999
2024-06-08 23:07:28.230,-999,-999,-999,-999,-999,-999,-999,1,-999
2024-06-08 23:07:29.237,-999,-999,-999,-999,-999,-999,-999,1,-999
2024-06-08 23:07:30.232,-999,-999,-999,-999,-999,-999,-999,1,-999
2024-06-08 23:07:31.232,-999,-999,-999,-999,-999,-999,-999,1,-999
2024-06-08 23:07:33.228,-999,-999,-999,-999,-999,-999,1,1,-999
2024-06-08 23:07:34.191,-999,-999,-999,-999,-999,-999,-999,1,-999
2024-06-08 23:07:35.195,-999,-999,-999,-999,-999,-999,-999,1,-999
2024-06-08 23:07:36.192,-999,-999,-999,-999,-999,-999,-999,1,-999
2024-06-08 23:07:37.514,-999,-999,-999,-999,-999,-999,1,1,-999
2024-06-08 23:07:38.518,-999,-999,-999,-999,-999,-999,1,1,-999
2024-06-08 23:07:39.518,-999,-999,-999,-999,-999,-999,1,1,-999
2024-06-08 23:07:40.518,-999,-999,-999,-999,-999,-999,1,1,-999
2024-06-08 23:07:41.518,-999,-999,-999,-999,-999,-999,1,1,-999
2024-06-08 23:07:42.485,-999,-999,-999,-999,-999,-999,-999,1,-999
2024-06-08 23:07:43.485,-999,-999,-999,-999,-999,-999,-999,1,-999
2024-06-08 23:07:44.483,-999,-999,-999,-999,-999,-999,-999,0,-999
2024-06-08 23:07:45.486,-999,-999,-999,-999,-999,-999,-999,0,-999
2024-06-08 23:07:46.486,-999,-999,-999,-999,-999,-999,-999,0,-999
2024-06-08 23:07:47.487,-999,-999,-999,-999,-999,-999,-999,1,-999
2024-06-08 23:07:48.482,-999,-999,-999,-999,-999,-999,-999,1,-999
2024-06-08 23:07:49.487,-999,-999,-999,-999,-999,-999,-999,1,-999
2024-06-08 23:07:50.488,-999,-999,-999,-999,-999,-999,-999,1,-999
2024-06-08 23:07:51.487,-999,-999,-999,-999,-999,-999,-999,1,-999
2024-06-08 23:07:52.489,-999,-999,-999,-999,-999,-999,-999,1,-999
2024-06-08 23:07:53.488,-999,-999,-999,-999,-999,-999,-999,1,-999
2024-06-08 23:07:54.482,-999,-999,-999,-999,-999,-999,-999,1,-999
2024-06-08 23:07:55.489,-999,-999,-999,-999,-999,-999,-999,1,-999
2024-06-08 23:07:56.489,-999,-999,-999,-999,-999,-999,-999,1,-999
2024-06-08 23:07:57.485,-999,-999,-999,-999,-999,-999,-999,1,-999
2024-06-08 23:07:58.486,-999,-999,-999,-999,-999,-999,-999,1,-999
2024-06-08 23:07:59.484,-999,-999,-999,-999,-999,-999,-999,1,-999
2024-06-08 23:08:00.488,-999,-999,-999,-999,-999,-999,-999,1,-999
2024-06-08 23:08:02.295,-999,-999,-999,-999,-999,-999,1,1,-999
2024-06-08 23:08:03.297,-999,-999,-999,-999,-999,-999,1,1,-999
2024-06-08 23:08:04.296,-999,-999,-999,-999,-999,-999,1,1,-999
2024-06-08 23:08:05.379,-999,-999,-999,-999,-999,-999,1,1,-999
2024-06-08 23:08:06.299,-999,-999,-999,-999,-999,-999,1,1,-999
2024-06-08 23:08:07.298,-999,-999,-999,-999,-999,-999,1,1,-999
2024-06-08 23:08:08.300,-999,-999,-999,-999,-999,-999,1,1,-999
2024-06-08 23:16:22.659,-999,-999,-999,38,-999,-999,-999,-999,-999
2024-06-08 23:16:23.477,-999,-999,-999,32,-999,-999,-999,-999,-999
2024-06-08 23:16:24.197,-999,-999,-999,-999,-999,-999,1,-999,-999
2024-06-08 23:16:24.475,-999,-999,-999,33,-999,-999,-999,-999,-999
2024-06-08 23:16:25.197,-999,-999,-999,-999,-999,-999,1,-999,-999
2024-06-08 23:16:25.474,-999,-999,-999,30,-999,-999,-999,-999,-999
2024-06-08 23:16:26.201,-999,-999,-999,-999,-999,-999,1,-999,-999
2024-06-08 23:16:26.474,-999,-999,-999,29,-999,-999,-999,-999,-999
2024-06-08 23:16:27.201,-999,-999,-999,-999,-999,-999,1,-999,-999
2024-06-08 23:16:27.474,-999,-999,-999,32,-999,-999,-999,-999,-999
2024-06-08 23:16:28.203,-999,-999,-999,-999,-999,-999,1,-999,-999
2024-06-08 23:16:28.475,-999,-999,-999,30,-999,-999,-999,-999,-999
2024-06-08 23:16:29.202,-999,-999,-999,-999,-999,-999,1,-999,-999
2024-06-08 23:16:29.475,-999,-999,-999,29,-999,-999,-999,-999,-999
2024-06-08 23:16:30.197,-999,-999,-999,-999,-999,-999,1,-999,-999
2024-06-08 23:16:30.476,-999,-999,-999,32,-999,-999,-999,-999,-999
2024-06-08 23:16:31.201,-999,-999,-999,-999,-999,-999,1,-999,-999
2024-06-08 23:16:31.476,-999,-999,-999,30,-999,-999,-999,-999,-999
2024-06-08 23:16:32.202,-999,-999,-999,-999,-999,-999,1,-999,-999
2024-06-08 23:16:32.476,-999,-999,-999,31,-999,-999,-999,-999,-999
2024-06-08 23:16:33.204,-999,-999,-999,-999,-999,-999,1,-999,-999
2024-06-08 23:16:33.476,-999,-999,-999,30,-999,-999,-999,-999,-999
2024-06-08 23:16:34.203,-999,-999,-999,-999,-999,-999,1,-999,-999
2024-06-08 23:16:34.476,-999,-999,-999,34,-999,-999,-999,-999,-999
2024-06-08 23:16:35.200,-999,-999,-999,-999,-999,-999,1,-999,-999
2024-06-08 23:16:35.477,-999,-999,-999,29,-999,-999,-999,-999,-999
2024-06-08 23:16:36.202,-999,-999,-999,-999,-999,-999,1,-999,-999
2024-06-08 23:16:36.478,-999,-999,-999,29,-999,-999,-999,-999,-999
2024-06-08 23:16:37.206,-999,-999,-999,-999,-999,-999,1,-999,-999
2024-06-08 23:16:37.463,-999,-999,-999,29,-999,-999,-999,-999,-999
2024-06-08 23:16:38.205,-999,-999,-999,-999,-999,-999,1,-999,-999
2024-06-08 23:16:38.465,-999,-999,-999,32,-999,-999,-999,-999,-999
2024-06-08 23:16:41.897,-999,-999,-999,-999,-999,-999,1,-999,-999
2024-06-08 23:16:41.946,-999,-999,-999,29,-999,-999,-999,-999,-999
2024-06-08 23:16:42.002,-999,-999,-999,-999,-999,-999,1,-999,-999
2024-06-08 23:16:42.063,-999,-999,-999,30,-999,-999,-999,-999,-999
2024-06-08 23:16:42.106,-999,-999,-999,-999,-999,-999,1,-999,-999
2024-06-08 23:16:42.145,-999,-999,-999,30,-999,-999,-999,-999,-999
2024-06-08 23:16:42.204,-999,-999,-999,-999,-999,-999,1,-999,-999
2024-06-08 23:16:42.478,-999,-999,-999,30,-999,-999,-999,-999,-999
2024-06-08 23:16:43.205,-999,-999,-999,-999,-999,-999,1,-999,-999
2024-06-08 23:16:43.479,-999,-999,-999,32,-999,-999,-999,-999,-999
2024-06-08 23:16:44.205,-999,-999,-999,-999,-999,-999,1,-999,-999
2024-06-08 23:16:44.480,-999,-999,-999,32,-999,-999,-999,-999,-999
2024-06-08 23:16:45.206,-999,-999,-999,-999,-999,-999,1,-999,-999
2024-06-08 23:16:45.481,-999,-999,-999,29,-999,-999,-999,-999,-999
2024-06-08 23:16:46.205,-999,-999,-999,-999,-999,-999,1,-999,-999
2024-06-08 23:16:46.480,-999,-999,-999,31,-999,-999,-999,-999,-999
2024-06-08 23:16:47.207,-999,-999,-999,-999,-999,-999,1,-999,-999
2024-06-08 23:16:47.477,-999,-999,-999,30,-999,-999,-999,-999,-999
2024-06-08 23:16:48.207,-999,-999,-999,-999,-999,-999,1,-999,-999
2024-06-08 23:16:48.477,-999,-999,-999,32,-999,-999,-999,-999,-999
2024-06-08 23:16:49.207,-999,-999,-999,-999,-999,-999,1,-999,-999
2024-06-08 23:16:49.480,-999,-999,-999,31,-999,-999,-999,-999,-999
2024-06-08 23:16:50.203,-999,-999,-999,-999,-999,-999,1,-999,-999
2024-06-08 23:16:50.481,-999,-999,-999,29,-999,-999,-999,-999,-999
2024-06-08 23:16:51.208,-999,-999,-999,-999,-999,-999,1,-999,-999
2024-06-08 23:16:51.482,-999,-999,-999,30,-999,-999,-999,-999,-999
2024-06-08 23:16:52.203,-999,-999,-999,-999,-999,-999,1,-999,-999
2024-06-08 23:16:52.485,-999,-999,-999,30,-999,-999,-999,-999,-999
2024-06-08 23:16:53.208,-999,-999,-999,-999,-999,-999,1,-999,-999
2024-06-08 23:16:53.478,-999,-999,-999,32,-999,-999,-999,-999,-999
2024-06-08 23:16:54.209,-999,-999,-999,-999,-999,-999,1,-999,-999
2024-06-08 23:16:54.482,-999,-999,-999,32,-999,-999,-999,-999,-999
2024-06-08 23:16:55.204,-999,-999,-999,-999,-999,-999,1,-999,-999
2024-06-08 23:16:55.483,-999,-999,-999,33,-999,-999,-999,-999,-999
2024-06-08 23:16:56.208,-999,-999,-999,-999,-999,-999,1,-999,-999
2024-06-08 23:16:56.483,-999,-999,-999,33,-999,-999,-999,-999,-999
2024-06-08 23:16:57.210,-999,-999,-999,-999,-999,-999,1,-999,-999
2024-06-08 23:16:57.483,-999,-999,-999,30,-999,-999,-999,-999,-999
2024-06-08 23:16:58.208,-999,-999,-999,-999,-999,-999,1,-999,-999
2024-06-08 23:16:58.484,-999,-999,-999,31,-999,-999,-999,-999,-999
2024-06-08 23:16:59.210,-999,-999,-999,-999,-999,-999,1,-999,-999
2024-06-08 23:16:59.484,-999,-999,-999,30,-999,-999,-999,-999,-999
2024-06-08 23:17:00.207,-999,-999,-999,-999,-999,-999,1,-999,-999
2024-06-08 23:17:00.485,-999,-999,-999,33,-999,-999,-999,-999,-999
2024-06-08 23:17:01.195,-999,-999,-999,-999,-999,-999,1,-999,-999
2024-06-08 23:17:01.484,-999,-999,-999,30,-999,-999,-999,-999,-999
2024-06-08 23:17:02.211,-999,-999,-999,-999,-999,-999,1,-999,-999
2024-06-08 23:17:02.479,-999,-999,-999,31,-999,-999,-999,-999,-999
2024-06-08 23:17:03.207,-999,-999,-999,-999,-999,-999,1,-999,-999
2024-06-08 23:17:03.484,-999,-999,-999,31,-999,-999,-999,-999,-999
2024-06-08 23:17:04.206,-999,-999,-999,-999,-999,-999,1,-999,-999
2024-06-08 23:17:04.485,-999,-999,-999,33,-999,-999,-999,-999,-999
2024-06-08 23:17:05.208,-999,-999,-999,-999,-999,-999,1,-999,-999
2024-06-08 23:17:05.485,-999,-999,-999,29,-999,-999,-999,-999,-999
2024-06-08 23:17:06.211,-999,-999,-999,-999,-999,-999,1,-999,-999
2024-06-08 23:17:06.486,-999,-999,-999,31,-999,-999,-999,-999,-999
2024-06-08 23:17:07.210,-999,-999,-999,-999,-999,-999,1,-999,-999
2024-06-08 23:17:07.486,-999,-999,-999,33,-999,-999,-999,-999,-999
2024-06-08 23:17:08.208,-999,-999,-999,-999,-999,-999,1,-999,-999
2024-06-08 23:17:08.486,-999,-999,-999,31,-999,-999,-999,-999,-999
2024-06-08 23:17:09.208,-999,-999,-999,-999,-999,-999,1,-999,-999
2024-06-08 23:17:09.545,-999,-999,-999,33,-999,-999,-999,-999,-999
2024-06-08 23:17:10.213,-999,-999,-999,-999,-999,-999,1,-999,-999
2024-06-08 23:17:10.485,-999,-999,-999,29,-999,-999,-999,-999,-999
2024-06-08 23:17:11.214,-999,-999,-999,-999,-999,-999,1,-999,-999
2024-06-08 23:17:11.485,-999,-999,-999,31,-999,-999,-999,-999,-999
2024-06-08 23:17:12.209,-999,-999,-999,-999,-999,-999,1,-999,-999
2024-06-08 23:17:12.488,-999,-999,-999,34,-999,-999,-999,-999,-999
2024-06-08 23:17:13.210,-999,-999,-999,-999,-999,-999,1,-999,-999
2024-06-08 23:17:13.488,-999,-999,-999,31,-999,-999,-999,-999,-999
2024-06-08 23:17:14.214,-999,-999,-999,-999,-999,-999,1,-999,-999
2024-06-08 23:17:14.483,-999,-999,-999,29,-999,-999,-999,-999,-999
2024-06-08 23:17:15.215,-999,-999,-999,-999,-999,-999,1,-999,-999
2024-06-08 23:17:15.489,-999,-999,-999,31,-999,-999,-999,-999,-999
2024-06-08 23:17:16.216,-999,-999,-999,-999,-999,-999,1,-999,-999
2024-06-08 23:17:16.487,-999,-999,-999,30,-999,-999,-999,-999,-999
2024-06-08 23:17:17.216,-999,-999,-999,-999,-999,-999,1,-999,-999
2024-06-08 23:17:17.489,-999,-999,-999,33,-999,-999,-999,-999,-999
2024-06-08 23:17:18.213,-999,-999,-999,-999,-999,-999,1,-999,-999
2024-06-08 23:17:18.489,-999,-999,-999,31,-999,-999,-999,-999,-999
2024-06-08 23:17:19.211,-999,-999,-999,-999,-999,-999,1,-999,-999
2024-06-08 23:17:19.489,-999,-999,-999,32,-999,-999,-999,-999,-999
2024-06-08 23:17:20.214,-999,-999,-999,-999,-999,-999,1,-999,-999
2024-06-08 23:17:20.491,-999,-999,-999,32,-999,-999,-999,-999,-999
2024-06-08 23:17:21.217,-999,-999,-999,-999,-999,-999,1,-999,-999
2024-06-08 23:17:21.490,-999,-999,-999,34,-999,-999,-999,-999,-999
2024-06-08 23:17:22.212,-999,-999,-999,-999,-999,-999,1,-999,-999
2024-06-08 23:17:22.490,-999,-999,-999,31,-999,-999,-999,-999,-999
2024-06-08 23:17:23.217,-999,-999,-999,-999,-999,-999,1,-999,-999
2024-06-08 23:17:23.490,-999,-999,-999,33,-999,-999,-999,-999,-999
2024-06-08 23:17:24.216,-999,-999,-999,-999,-999,-999,1,-999,-999
2024-06-08 23:17:24.490,-999,-999,-999,29,-999,-999,-999,-999,-999
2024-06-08 23:17:25.215,-999,-999,-999,-999,-999,-999,1,-999,-999
2024-06-08 23:17:25.492,-999,-999,-999,30,-999,-999,-999,-999,-999
2024-06-08 23:17:26.213,-999,-999,-999,-999,-999,-999,1,-999,-999
2024-06-08 23:17:26.492,-999,-999,-999,32,-999,-999,-999,-999,-999
2024-06-08 23:17:27.213,-999,-999,-999,-999,-999,-999,1,-999,-999
2024-06-08 23:17:27.492,-999,-999,-999,30,-999,-999,-999,-999,-999
2024-06-08 23:17:28.216,-999,-999,-999,-999,-999,-999,1,-999,-999
2024-06-08 23:17:28.492,-999,-999,-999,30,-999,-999,-999,-999,-999
2024-06-08 23:17:29.218,-999,-999,-999,-999,-999,-999,1,-999,-999
2024-06-08 23:17:29.492,-999,-999,-999,30,-999,-999,-999,-999,-999
2024-06-08 23:17:30.219,-999,-999,-999,-999,-999,-999,1,-999,-999
2024-06-08 23:17:30.492,-999,-999,-999,32,-999,-999,-999,-999,-999
2024-06-08 23:17:31.219,-999,-999,-999,-999,-999,-999,1,-999,-999
2024-06-08 23:17:31.492,-999,-999,-999,31,-999,-999,-999,-999,-999
2024-06-08 23:17:32.219,-999,-999,-999,-999,-999,-999,1,-999,-999
2024-06-08 23:17:32.490,-999,-999,-999,29,-999,-999,-999,-999,-999
2024-06-08 23:17:33.213,-999,-999,-999,-999,-999,-999,1,-999,-999
2024-06-08 23:17:33.494,-999,-999,-999,30,-999,-999,-999,-999,-999
2024-06-08 23:17:34.219,-999,-999,-999,-999,-999,-999,1,-999,-999
2024-06-08 23:17:34.494,-999,-999,-999,32,-999,-999,-999,-999,-999
2024-06-08 23:17:35.217,-999,-999,-999,-999,-999,-999,1,-999,-999
2024-06-08 23:17:35.496,-999,-999,-999,30,-999,-999,-999,-999,-999
2024-06-08 23:17:36.221,-999,-999,-999,-999,-999,-999,1,-999,-999
2024-06-08 23:17:36.492,-999,-999,-999,31,-999,-999,-999,-999,-999
2024-06-08 23:17:37.221,-999,-999,-999,-999,-999,-999,1,-999,-999
2024-06-08 23:17:37.493,-999,-999,-999,31,-999,-999,-999,-999,-999
2024-06-08 23:17:38.221,-999,-999,-999,-999,-999,-999,1,-999,-999
2024-06-08 23:17:38.495,-999,-999,-999,29,-999,-999,-999,-999,-999
2024-06-08 23:17:39.223,-999,-999,-999,-999,-999,-999,1,-999,-999
2024-06-08 23:17:39.497,-999,-999,-999,30,-999,-999,-999,-999,-999
2024-06-08 23:17:40.218,-999,-999,-999,-999,-999,-999,1,-999,-999
2024-06-08 23:17:40.496,-999,-999,-999,30,-999,-999,-999,-999,-999
2024-06-08 23:17:41.380,-999,-999,-999,-999,-999,-999,1,-999,-999
2024-06-08 23:17:41.597,-999,-999,-999,32,-999,-999,-999,-999,-999
2024-06-08 23:17:42.227,-999,-999,-999,-999,-999,-999,1,-999,-999
2024-06-08 23:17:42.501,-999,-999,-999,29,-999,-999,-999,-999,-999
2024-06-08 23:17:43.252,-999,-999,-999,-999,-999,-999,1,-999,-999
2024-06-08 23:17:43.497,-999,-999,-999,32,-999,-999,-999,-999,-999
2024-06-08 23:17:44.221,-999,-999,-999,-999,-999,-999,1,-999,-999
2024-06-08 23:17:44.497,-999,-999,-999,30,-999,-999,-999,-999,-999
2024-06-08 23:17:45.225,-999,-999,-999,-999,-999,-999,1,-999,-999
2024-06-08 23:17:45.497,-999,-999,-999,29,-999,-999,-999,-999,-999
2024-06-08 23:17:46.221,-999,-999,-999,-999,-999,-999,1,-999,-999
2024-06-08 23:17:46.498,-999,-999,-999,33,-999,-999,-999,-999,-999
2024-06-08 23:17:47.224,-999,-999,-999,-999,-999,-999,1,-999,-999
2024-06-08 23:17:47.497,-999,-999,-999,34,-999,-999,-999,-999,-999
2024-06-08 23:17:48.221,-999,-999,-999,-999,-999,-999,1,-999,-999
2024-06-08 23:17:48.498,-999,-999,-999,31,-999,-999,-999,-999,-999
2024-06-08 23:17:49.222,-999,-999,-999,-999,-999,-999,1,-999,-999
2024-06-08 23:17:49.498,-999,-999,-999,30,-999,-999,-999,-999,-999
2024-06-08 23:17:50.225,-999,-999,-999,-999,-999,-999,1,-999,-999
2024-06-08 23:17:50.495,-999,-999,-999,32,-999,-999,-999,-999,-999
2024-06-08 23:17:51.225,-999,-999,-999,-999,-999,-999,1,-999,-999
2024-06-08 23:17:51.498,-999,-999,-999,29,-999,-999,-999,-999,-999
2024-06-08 23:17:52.225,-999,-999,-999,-999,-999,-999,1,-999,-999
2024-06-08 23:17:52.498,-999,-999,-999,33,-999,-999,-999,-999,-999
2024-06-08 23:17:53.226,-999,-999,-999,-999,-999,-999,1,-999,-999
2024-06-08 23:17:53.499,-999,-999,-999,32,-999,-999,-999,-999,-999
2024-06-08 23:17:54.226,-999,-999,-999,-999,-999,-999,1,-999,-999
2024-06-08 23:17:54.497,-999,-999,-999,34,-999,-999,-999,-999,-999
2024-06-08 23:17:55.221,-999,-999,-999,-999,-999,-999,1,-999,-999
2024-06-08 23:17:55.500,-999,-999,-999,30,-999,-999,-999,-999,-999
2024-06-08 23:17:56.226,-999,-999,-999,-999,-999,-999,1,-999,-999
2024-06-08 23:17:56.494,-999,-999,-999,30,-999,-999,-999,-999,-999
